
ALA,Estacion,Fecha,Caudal(m3/s)
ZAÑA,BATAN,01/01/1950,1.82600
ZAÑA,BATAN,02/01/1950,2.02500
ZAÑA,BATAN,03/01/1950,1.80700
ZAÑA,BATAN,04/01/1950,1.99000
ZAÑA,BATAN,05/01/1950,2.01800
ZAÑA,BATAN,06/01/1950,2.03900
ZAÑA,BATAN,07/01/1950,1.97000
ZAÑA,BATAN,08/01/1950,1.93900
ZAÑA,BATAN,09/01/1950,1.86900
ZAÑA,BATAN,10/01/1950,1.88900
ZAÑA,BATAN,11/01/1950,1.63300
ZAÑA,BATAN,12/01/1950,1.70700
ZAÑA,BATAN,13/01/1950,1.70400
ZAÑA,BATAN,14/01/1950,1.78500
ZAÑA,BATAN,15/01/1950,2.29000
ZAÑA,BATAN,16/01/1950,2.29600
ZAÑA,BATAN,17/01/1950,2.47800
ZAÑA,BATAN,18/01/1950,2.35800
ZAÑA,BATAN,19/01/1950,2.22400
ZAÑA,BATAN,20/01/1950,2.18000
ZAÑA,BATAN,21/01/1950,2.05400
ZAÑA,BATAN,22/01/1950,2.01700
ZAÑA,BATAN,23/01/1950,2.14300
ZAÑA,BATAN,24/01/1950,2.22400
ZAÑA,BATAN,25/01/1950,2.34400
ZAÑA,BATAN,26/01/1950,2.38200
ZAÑA,BATAN,27/01/1950,2.16000
ZAÑA,BATAN,28/01/1950,2.25000
ZAÑA,BATAN,29/01/1950,2.10000
ZAÑA,BATAN,30/01/1950,2.16100
ZAÑA,BATAN,31/01/1950,2.21000
ZAÑA,BATAN,01/02/1950,2.10500
ZAÑA,BATAN,02/02/1950,1.82800
ZAÑA,BATAN,03/02/1950,1.74600
ZAÑA,BATAN,04/02/1950,1.79100
ZAÑA,BATAN,05/02/1950,1.91800
ZAÑA,BATAN,06/02/1950,1.83400
ZAÑA,BATAN,07/02/1950,2.08300
ZAÑA,BATAN,08/02/1950,2.30400
ZAÑA,BATAN,09/02/1950,2.27600
ZAÑA,BATAN,10/02/1950,2.23300
ZAÑA,BATAN,11/02/1950,2.24400
ZAÑA,BATAN,12/02/1950,2.25700
ZAÑA,BATAN,13/02/1950,3.13100
ZAÑA,BATAN,14/02/1950,5.69500
ZAÑA,BATAN,15/02/1950,9.64300
ZAÑA,BATAN,16/02/1950,12.50200
ZAÑA,BATAN,17/02/1950,12.62200
ZAÑA,BATAN,18/02/1950,14.29100
ZAÑA,BATAN,19/02/1950,16.73600
ZAÑA,BATAN,20/02/1950,16.80700
ZAÑA,BATAN,21/02/1950,12.16700
ZAÑA,BATAN,22/02/1950,11.48400
ZAÑA,BATAN,23/02/1950,9.49400
ZAÑA,BATAN,24/02/1950,8.61800
ZAÑA,BATAN,25/02/1950,7.35700
ZAÑA,BATAN,26/02/1950,7.90400
ZAÑA,BATAN,27/02/1950,7.94700
ZAÑA,BATAN,28/02/1950,8.42300
ZAÑA,BATAN,01/03/1950,8.42300
ZAÑA,BATAN,02/03/1950,7.45900
ZAÑA,BATAN,03/03/1950,7.15300
ZAÑA,BATAN,04/03/1950,6.75800
ZAÑA,BATAN,05/03/1950,5.93300
ZAÑA,BATAN,06/03/1950,6.00700
ZAÑA,BATAN,07/03/1950,5.53000
ZAÑA,BATAN,08/03/1950,5.26000
ZAÑA,BATAN,09/03/1950,5.98300
ZAÑA,BATAN,10/03/1950,6.01800
ZAÑA,BATAN,11/03/1950,5.56000
ZAÑA,BATAN,12/03/1950,5.61800
ZAÑA,BATAN,13/03/1950,6.49700
ZAÑA,BATAN,14/03/1950,7.63100
ZAÑA,BATAN,15/03/1950,11.14700
ZAÑA,BATAN,16/03/1950,9.84900
ZAÑA,BATAN,17/03/1950,8.48000
ZAÑA,BATAN,18/03/1950,7.62800
ZAÑA,BATAN,19/03/1950,6.91400
ZAÑA,BATAN,20/03/1950,6.67800
ZAÑA,BATAN,21/03/1950,6.17200
ZAÑA,BATAN,22/03/1950,6.00500
ZAÑA,BATAN,23/03/1950,5.84900
ZAÑA,BATAN,24/03/1950,8.18700
ZAÑA,BATAN,25/03/1950,7.43800
ZAÑA,BATAN,26/03/1950,7.66900
ZAÑA,BATAN,27/03/1950,8.12400
ZAÑA,BATAN,28/03/1950,7.58400
ZAÑA,BATAN,29/03/1950,7.15200
ZAÑA,BATAN,30/03/1950,6.47100
ZAÑA,BATAN,31/03/1950,6.36200
ZAÑA,BATAN,01/04/1950,6.24900
ZAÑA,BATAN,02/04/1950,6.57700
ZAÑA,BATAN,03/04/1950,9.75000
ZAÑA,BATAN,04/04/1950,8.27700
ZAÑA,BATAN,05/04/1950,7.96400
ZAÑA,BATAN,06/04/1950,7.81200
ZAÑA,BATAN,07/04/1950,7.55200
ZAÑA,BATAN,08/04/1950,7.12800
ZAÑA,BATAN,09/04/1950,7.22200
ZAÑA,BATAN,10/04/1950,7.97900
ZAÑA,BATAN,11/04/1950,8.15100
ZAÑA,BATAN,12/04/1950,7.35300
ZAÑA,BATAN,13/04/1950,6.49800
ZAÑA,BATAN,14/04/1950,7.18100
ZAÑA,BATAN,15/04/1950,8.26500
ZAÑA,BATAN,16/04/1950,9.16200
ZAÑA,BATAN,17/04/1950,8.50200
ZAÑA,BATAN,18/04/1950,8.34800
ZAÑA,BATAN,19/04/1950,8.15200
ZAÑA,BATAN,20/04/1950,8.00500
ZAÑA,BATAN,21/04/1950,7.65100
ZAÑA,BATAN,22/04/1950,7.19300
ZAÑA,BATAN,23/04/1950,6.71100
ZAÑA,BATAN,24/04/1950,6.47000
ZAÑA,BATAN,25/04/1950,6.60000
ZAÑA,BATAN,26/04/1950,6.37400
ZAÑA,BATAN,27/04/1950,6.79600
ZAÑA,BATAN,28/04/1950,9.33900
ZAÑA,BATAN,29/04/1950,8.64000
ZAÑA,BATAN,30/04/1950,8.38600
ZAÑA,BATAN,01/05/1950,7.46000
ZAÑA,BATAN,02/05/1950,7.62200
ZAÑA,BATAN,03/05/1950,7.34200
ZAÑA,BATAN,04/05/1950,7.25700
ZAÑA,BATAN,05/05/1950,7.05500
ZAÑA,BATAN,06/05/1950,6.71300
ZAÑA,BATAN,07/05/1950,6.62400
ZAÑA,BATAN,08/05/1950,6.49200
ZAÑA,BATAN,09/05/1950,6.02000
ZAÑA,BATAN,10/05/1950,5.56800
ZAÑA,BATAN,11/05/1950,5.65400
ZAÑA,BATAN,12/05/1950,5.42700
ZAÑA,BATAN,13/05/1950,5.21000
ZAÑA,BATAN,14/05/1950,5.22600
ZAÑA,BATAN,15/05/1950,5.14900
ZAÑA,BATAN,16/05/1950,4.72500
ZAÑA,BATAN,17/05/1950,4.70000
ZAÑA,BATAN,18/05/1950,4.06900
ZAÑA,BATAN,19/05/1950,3.93300
ZAÑA,BATAN,20/05/1950,3.87900
ZAÑA,BATAN,21/05/1950,3.85600
ZAÑA,BATAN,22/05/1950,3.75300
ZAÑA,BATAN,23/05/1950,3.88600
ZAÑA,BATAN,24/05/1950,3.97100
ZAÑA,BATAN,25/05/1950,3.78200
ZAÑA,BATAN,26/05/1950,3.84500
ZAÑA,BATAN,27/05/1950,3.86700
ZAÑA,BATAN,28/05/1950,3.67200
ZAÑA,BATAN,29/05/1950,3.64200
ZAÑA,BATAN,30/05/1950,3.49500
ZAÑA,BATAN,31/05/1950,3.52000
ZAÑA,BATAN,01/06/1950,3.63300
ZAÑA,BATAN,02/06/1950,3.56500
ZAÑA,BATAN,03/06/1950,3.56700
ZAÑA,BATAN,04/06/1950,3.51600
ZAÑA,BATAN,05/06/1950,3.45900
ZAÑA,BATAN,06/06/1950,3.41200
ZAÑA,BATAN,07/06/1950,3.24200
ZAÑA,BATAN,08/06/1950,3.26000
ZAÑA,BATAN,09/06/1950,3.41300
ZAÑA,BATAN,10/06/1950,3.21800
ZAÑA,BATAN,11/06/1950,3.21500
ZAÑA,BATAN,12/06/1950,3.21600
ZAÑA,BATAN,13/06/1950,3.05400
ZAÑA,BATAN,14/06/1950,3.17800
ZAÑA,BATAN,15/06/1950,3.58000
ZAÑA,BATAN,16/06/1950,3.38700
ZAÑA,BATAN,17/06/1950,3.32600
ZAÑA,BATAN,18/06/1950,3.22000
ZAÑA,BATAN,19/06/1950,3.62000
ZAÑA,BATAN,20/06/1950,3.91500
ZAÑA,BATAN,21/06/1950,3.81100
ZAÑA,BATAN,22/06/1950,3.69100
ZAÑA,BATAN,23/06/1950,3.67700
ZAÑA,BATAN,24/06/1950,3.49000
ZAÑA,BATAN,25/06/1950,3.42700
ZAÑA,BATAN,26/06/1950,3.61500
ZAÑA,BATAN,27/06/1950,3.80300
ZAÑA,BATAN,28/06/1950,3.57200
ZAÑA,BATAN,29/06/1950,3.50500
ZAÑA,BATAN,30/06/1950,3.47200
ZAÑA,BATAN,01/07/1950,3.53600
ZAÑA,BATAN,02/07/1950,3.40600
ZAÑA,BATAN,03/07/1950,3.82600
ZAÑA,BATAN,04/07/1950,3.90000
ZAÑA,BATAN,05/07/1950,3.92100
ZAÑA,BATAN,06/07/1950,3.84000
ZAÑA,BATAN,07/07/1950,3.77800
ZAÑA,BATAN,08/07/1950,3.28300
ZAÑA,BATAN,09/07/1950,3.10300
ZAÑA,BATAN,10/07/1950,3.18700
ZAÑA,BATAN,11/07/1950,3.02400
ZAÑA,BATAN,12/07/1950,2.94900
ZAÑA,BATAN,13/07/1950,2.78500
ZAÑA,BATAN,14/07/1950,2.66400
ZAÑA,BATAN,15/07/1950,2.56400
ZAÑA,BATAN,16/07/1950,2.56900
ZAÑA,BATAN,17/07/1950,2.57600
ZAÑA,BATAN,18/07/1950,2.44600
ZAÑA,BATAN,19/07/1950,2.31800
ZAÑA,BATAN,20/07/1950,2.21500
ZAÑA,BATAN,21/07/1950,2.30200
ZAÑA,BATAN,22/07/1950,2.10900
ZAÑA,BATAN,23/07/1950,1.97000
ZAÑA,BATAN,24/07/1950,1.96500
ZAÑA,BATAN,25/07/1950,2.01400
ZAÑA,BATAN,26/07/1950,2.06300
ZAÑA,BATAN,27/07/1950,1.99500
ZAÑA,BATAN,28/07/1950,1.86000
ZAÑA,BATAN,29/07/1950,1.91100
ZAÑA,BATAN,30/07/1950,1.88700
ZAÑA,BATAN,31/07/1950,1.93500
ZAÑA,BATAN,01/08/1950,1.97200
ZAÑA,BATAN,02/08/1950,1.93600
ZAÑA,BATAN,03/08/1950,1.98500
ZAÑA,BATAN,04/08/1950,2.01700
ZAÑA,BATAN,05/08/1950,2.11500
ZAÑA,BATAN,06/08/1950,2.03600
ZAÑA,BATAN,07/08/1950,1.96100
ZAÑA,BATAN,08/08/1950,1.94300
ZAÑA,BATAN,09/08/1950,1.84800
ZAÑA,BATAN,10/08/1950,1.92100
ZAÑA,BATAN,11/08/1950,1.82300
ZAÑA,BATAN,12/08/1950,1.76700
ZAÑA,BATAN,13/08/1950,1.78400
ZAÑA,BATAN,14/08/1950,1.82300
ZAÑA,BATAN,15/08/1950,1.93700
ZAÑA,BATAN,16/08/1950,1.88300
ZAÑA,BATAN,17/08/1950,1.70600
ZAÑA,BATAN,18/08/1950,1.66200
ZAÑA,BATAN,19/08/1950,1.40700
ZAÑA,BATAN,20/08/1950,1.28800
ZAÑA,BATAN,21/08/1950,1.51100
ZAÑA,BATAN,22/08/1950,1.60700
ZAÑA,BATAN,23/08/1950,1.92200
ZAÑA,BATAN,24/08/1950,1.77300
ZAÑA,BATAN,25/08/1950,1.71400
ZAÑA,BATAN,26/08/1950,1.76900
ZAÑA,BATAN,27/08/1950,1.63200
ZAÑA,BATAN,28/08/1950,1.80500
ZAÑA,BATAN,29/08/1950,1.75500
ZAÑA,BATAN,30/08/1950,1.74100
ZAÑA,BATAN,31/08/1950,1.72700
ZAÑA,BATAN,01/09/1950,1.75100
ZAÑA,BATAN,02/09/1950,1.75100
ZAÑA,BATAN,03/09/1950,1.58400
ZAÑA,BATAN,04/09/1950,1.61400
ZAÑA,BATAN,05/09/1950,1.62900
ZAÑA,BATAN,06/09/1950,1.50900
ZAÑA,BATAN,07/09/1950,1.45000
ZAÑA,BATAN,08/09/1950,1.60900
ZAÑA,BATAN,09/09/1950,1.75500
ZAÑA,BATAN,10/09/1950,1.67800
ZAÑA,BATAN,11/09/1950,1.56900
ZAÑA,BATAN,12/09/1950,1.60100
ZAÑA,BATAN,13/09/1950,1.74600
ZAÑA,BATAN,14/09/1950,1.52900
ZAÑA,BATAN,15/09/1950,1.48000
ZAÑA,BATAN,16/09/1950,1.39600
ZAÑA,BATAN,17/09/1950,1.40100
ZAÑA,BATAN,18/09/1950,1.36800
ZAÑA,BATAN,19/09/1950,1.46000
ZAÑA,BATAN,20/09/1950,1.48400
ZAÑA,BATAN,21/09/1950,1.54400
ZAÑA,BATAN,22/09/1950,1.60000
ZAÑA,BATAN,23/09/1950,1.52200
ZAÑA,BATAN,24/09/1950,1.58300
ZAÑA,BATAN,25/09/1950,1.55300
ZAÑA,BATAN,26/09/1950,1.58300
ZAÑA,BATAN,27/09/1950,1.72900
ZAÑA,BATAN,28/09/1950,2.26500
ZAÑA,BATAN,29/09/1950,2.53300
ZAÑA,BATAN,30/09/1950,2.42400
ZAÑA,BATAN,01/10/1950,2.19800
ZAÑA,BATAN,02/10/1950,2.31100
ZAÑA,BATAN,03/10/1950,3.86800
ZAÑA,BATAN,04/10/1950,4.85200
ZAÑA,BATAN,05/10/1950,3.31200
ZAÑA,BATAN,06/10/1950,3.15500
ZAÑA,BATAN,07/10/1950,3.27300
ZAÑA,BATAN,08/10/1950,2.67600
ZAÑA,BATAN,09/10/1950,2.19300
ZAÑA,BATAN,10/10/1950,2.12300
ZAÑA,BATAN,11/10/1950,2.09700
ZAÑA,BATAN,12/10/1950,2.06800
ZAÑA,BATAN,13/10/1950,2.02400
ZAÑA,BATAN,14/10/1950,1.58600
ZAÑA,BATAN,15/10/1950,2.13500
ZAÑA,BATAN,16/10/1950,2.38600
ZAÑA,BATAN,17/10/1950,2.18800
ZAÑA,BATAN,18/10/1950,2.12500
ZAÑA,BATAN,19/10/1950,2.22000
ZAÑA,BATAN,20/10/1950,2.65900
ZAÑA,BATAN,21/10/1950,3.26700
ZAÑA,BATAN,22/10/1950,3.06000
ZAÑA,BATAN,23/10/1950,3.27000
ZAÑA,BATAN,24/10/1950,3.85300
ZAÑA,BATAN,25/10/1950,3.55700
ZAÑA,BATAN,26/10/1950,4.26100
ZAÑA,BATAN,27/10/1950,4.01700
ZAÑA,BATAN,28/10/1950,3.54100
ZAÑA,BATAN,29/10/1950,2.97300
ZAÑA,BATAN,30/10/1950,2.73600
ZAÑA,BATAN,31/10/1950,2.63400
ZAÑA,BATAN,01/11/1950,2.32000
ZAÑA,BATAN,02/11/1950,2.31600
ZAÑA,BATAN,03/11/1950,2.93300
ZAÑA,BATAN,04/11/1950,4.51800
ZAÑA,BATAN,05/11/1950,5.72900
ZAÑA,BATAN,06/11/1950,5.46300
ZAÑA,BATAN,07/11/1950,4.21800
ZAÑA,BATAN,08/11/1950,3.80900
ZAÑA,BATAN,09/11/1950,3.45600
ZAÑA,BATAN,10/11/1950,3.40500
ZAÑA,BATAN,11/11/1950,3.21000
ZAÑA,BATAN,12/11/1950,3.21900
ZAÑA,BATAN,13/11/1950,3.47400
ZAÑA,BATAN,14/11/1950,4.03000
ZAÑA,BATAN,15/11/1950,3.92300
ZAÑA,BATAN,16/11/1950,3.55200
ZAÑA,BATAN,17/11/1950,3.14300
ZAÑA,BATAN,18/11/1950,3.05000
ZAÑA,BATAN,19/11/1950,2.75600
ZAÑA,BATAN,20/11/1950,2.55300
ZAÑA,BATAN,21/11/1950,2.64400
ZAÑA,BATAN,22/11/1950,2.55000
ZAÑA,BATAN,23/11/1950,2.50600
ZAÑA,BATAN,24/11/1950,2.33700
ZAÑA,BATAN,25/11/1950,2.44800
ZAÑA,BATAN,26/11/1950,2.63300
ZAÑA,BATAN,27/11/1950,2.58500
ZAÑA,BATAN,28/11/1950,2.47300
ZAÑA,BATAN,29/11/1950,2.41000
ZAÑA,BATAN,30/11/1950,2.41700
ZAÑA,BATAN,01/12/1950,2.29300
ZAÑA,BATAN,02/12/1950,2.71500
ZAÑA,BATAN,03/12/1950,2.81200
ZAÑA,BATAN,04/12/1950,2.39700
ZAÑA,BATAN,05/12/1950,2.35000
ZAÑA,BATAN,06/12/1950,2.17600
ZAÑA,BATAN,07/12/1950,2.11700
ZAÑA,BATAN,08/12/1950,2.14200
ZAÑA,BATAN,09/12/1950,2.20100
ZAÑA,BATAN,10/12/1950,2.17700
ZAÑA,BATAN,11/12/1950,2.15100
ZAÑA,BATAN,12/12/1950,4.33700
ZAÑA,BATAN,13/12/1950,6.38100
ZAÑA,BATAN,14/12/1950,8.67300
ZAÑA,BATAN,15/12/1950,5.81900
ZAÑA,BATAN,16/12/1950,4.95800
ZAÑA,BATAN,17/12/1950,4.37600
ZAÑA,BATAN,18/12/1950,4.31700
ZAÑA,BATAN,19/12/1950,4.11100
ZAÑA,BATAN,20/12/1950,3.99400
ZAÑA,BATAN,21/12/1950,3.60200
ZAÑA,BATAN,22/12/1950,3.39800
ZAÑA,BATAN,23/12/1950,2.95700
ZAÑA,BATAN,24/12/1950,2.86500
ZAÑA,BATAN,25/12/1950,4.21500
ZAÑA,BATAN,26/12/1950,5.08800
ZAÑA,BATAN,27/12/1950,5.05400
ZAÑA,BATAN,28/12/1950,4.86200
ZAÑA,BATAN,29/12/1950,4.61400
ZAÑA,BATAN,30/12/1950,4.42200
ZAÑA,BATAN,31/12/1950,4.19800
ZAÑA,BATAN,01/01/1951,4.19800
ZAÑA,BATAN,02/01/1951,4.12700
ZAÑA,BATAN,03/01/1951,4.35300
ZAÑA,BATAN,04/01/1951,4.46100
ZAÑA,BATAN,05/01/1951,4.21300
ZAÑA,BATAN,06/01/1951,4.09900
ZAÑA,BATAN,07/01/1951,3.65100
ZAÑA,BATAN,08/01/1951,3.42800
ZAÑA,BATAN,09/01/1951,3.40200
ZAÑA,BATAN,10/01/1951,3.20900
ZAÑA,BATAN,11/01/1951,2.57900
ZAÑA,BATAN,12/01/1951,2.60000
ZAÑA,BATAN,13/01/1951,2.62700
ZAÑA,BATAN,14/01/1951,2.54500
ZAÑA,BATAN,15/01/1951,2.62800
ZAÑA,BATAN,16/01/1951,2.87900
ZAÑA,BATAN,17/01/1951,2.90600
ZAÑA,BATAN,18/01/1951,5.20300
ZAÑA,BATAN,19/01/1951,8.02400
ZAÑA,BATAN,20/01/1951,9.01000
ZAÑA,BATAN,21/01/1951,7.81800
ZAÑA,BATAN,22/01/1951,6.18100
ZAÑA,BATAN,23/01/1951,5.79900
ZAÑA,BATAN,24/01/1951,4.93500
ZAÑA,BATAN,25/01/1951,4.37300
ZAÑA,BATAN,26/01/1951,4.04300
ZAÑA,BATAN,27/01/1951,3.80900
ZAÑA,BATAN,28/01/1951,3.77300
ZAÑA,BATAN,29/01/1951,3.61700
ZAÑA,BATAN,30/01/1951,3.86000
ZAÑA,BATAN,31/01/1951,4.20000
ZAÑA,BATAN,01/02/1951,3.98900
ZAÑA,BATAN,02/02/1951,3.83900
ZAÑA,BATAN,03/02/1951,3.65400
ZAÑA,BATAN,04/02/1951,3.18900
ZAÑA,BATAN,05/02/1951,3.03300
ZAÑA,BATAN,06/02/1951,2.84000
ZAÑA,BATAN,07/02/1951,2.42400
ZAÑA,BATAN,08/02/1951,2.26600
ZAÑA,BATAN,09/02/1951,2.13400
ZAÑA,BATAN,10/02/1951,2.14600
ZAÑA,BATAN,11/02/1951,2.29700
ZAÑA,BATAN,12/02/1951,3.15900
ZAÑA,BATAN,13/02/1951,3.74900
ZAÑA,BATAN,14/02/1951,2.37100
ZAÑA,BATAN,15/02/1951,3.10600
ZAÑA,BATAN,16/02/1951,4.63500
ZAÑA,BATAN,17/02/1951,5.64400
ZAÑA,BATAN,18/02/1951,5.66100
ZAÑA,BATAN,19/02/1951,5.51900
ZAÑA,BATAN,20/02/1951,6.03500
ZAÑA,BATAN,21/02/1951,6.93100
ZAÑA,BATAN,22/02/1951,5.29100
ZAÑA,BATAN,23/02/1951,4.60000
ZAÑA,BATAN,24/02/1951,3.77700
ZAÑA,BATAN,25/02/1951,3.77700
ZAÑA,BATAN,26/02/1951,3.48300
ZAÑA,BATAN,27/02/1951,3.66000
ZAÑA,BATAN,28/02/1951,4.95200
ZAÑA,BATAN,01/03/1951,6.88500
ZAÑA,BATAN,02/03/1951,6.91600
ZAÑA,BATAN,03/03/1951,8.72500
ZAÑA,BATAN,04/03/1951,9.48000
ZAÑA,BATAN,05/03/1951,7.47300
ZAÑA,BATAN,06/03/1951,6.59300
ZAÑA,BATAN,07/03/1951,5.85300
ZAÑA,BATAN,08/03/1951,5.58000
ZAÑA,BATAN,09/03/1951,5.78400
ZAÑA,BATAN,10/03/1951,5.73100
ZAÑA,BATAN,11/03/1951,5.15400
ZAÑA,BATAN,12/03/1951,4.82600
ZAÑA,BATAN,13/03/1951,4.63700
ZAÑA,BATAN,14/03/1951,4.33800
ZAÑA,BATAN,15/03/1951,4.35400
ZAÑA,BATAN,16/03/1951,5.68200
ZAÑA,BATAN,17/03/1951,6.61400
ZAÑA,BATAN,18/03/1951,6.47000
ZAÑA,BATAN,19/03/1951,5.73100
ZAÑA,BATAN,20/03/1951,5.20900
ZAÑA,BATAN,21/03/1951,5.62400
ZAÑA,BATAN,22/03/1951,6.58500
ZAÑA,BATAN,23/03/1951,9.47900
ZAÑA,BATAN,24/03/1951,7.63600
ZAÑA,BATAN,25/03/1951,6.61800
ZAÑA,BATAN,26/03/1951,5.88200
ZAÑA,BATAN,27/03/1951,5.80800
ZAÑA,BATAN,28/03/1951,5.32000
ZAÑA,BATAN,29/03/1951,4.67700
ZAÑA,BATAN,30/03/1951,4.55300
ZAÑA,BATAN,31/03/1951,5.46900
ZAÑA,BATAN,01/04/1951,7.05300
ZAÑA,BATAN,02/04/1951,7.98600
ZAÑA,BATAN,03/04/1951,6.72200
ZAÑA,BATAN,04/04/1951,7.44600
ZAÑA,BATAN,05/04/1951,9.50200
ZAÑA,BATAN,06/04/1951,11.02700
ZAÑA,BATAN,07/04/1951,11.81800
ZAÑA,BATAN,08/04/1951,11.72700
ZAÑA,BATAN,09/04/1951,10.61900
ZAÑA,BATAN,10/04/1951,10.34100
ZAÑA,BATAN,11/04/1951,10.20900
ZAÑA,BATAN,12/04/1951,9.64600
ZAÑA,BATAN,13/04/1951,8.88300
ZAÑA,BATAN,14/04/1951,8.40100
ZAÑA,BATAN,15/04/1951,8.20900
ZAÑA,BATAN,16/04/1951,8.91000
ZAÑA,BATAN,17/04/1951,8.93300
ZAÑA,BATAN,18/04/1951,7.82000
ZAÑA,BATAN,19/04/1951,7.45300
ZAÑA,BATAN,20/04/1951,7.12100
ZAÑA,BATAN,21/04/1951,6.83400
ZAÑA,BATAN,22/04/1951,6.77900
ZAÑA,BATAN,23/04/1951,6.50200
ZAÑA,BATAN,24/04/1951,6.37500
ZAÑA,BATAN,25/04/1951,5.68600
ZAÑA,BATAN,26/04/1951,5.47100
ZAÑA,BATAN,27/04/1951,5.55000
ZAÑA,BATAN,28/04/1951,5.40100
ZAÑA,BATAN,29/04/1951,5.27900
ZAÑA,BATAN,30/04/1951,5.09300
ZAÑA,BATAN,01/05/1951,5.60400
ZAÑA,BATAN,02/05/1951,7.50000
ZAÑA,BATAN,03/05/1951,9.05400
ZAÑA,BATAN,04/05/1951,10.31900
ZAÑA,BATAN,05/05/1951,11.04600
ZAÑA,BATAN,06/05/1951,10.36200
ZAÑA,BATAN,07/05/1951,9.39500
ZAÑA,BATAN,08/05/1951,8.91300
ZAÑA,BATAN,09/05/1951,9.71200
ZAÑA,BATAN,10/05/1951,11.94700
ZAÑA,BATAN,11/05/1951,11.67000
ZAÑA,BATAN,12/05/1951,9.69400
ZAÑA,BATAN,13/05/1951,8.85100
ZAÑA,BATAN,14/05/1951,8.76600
ZAÑA,BATAN,15/05/1951,9.02100
ZAÑA,BATAN,16/05/1951,8.14100
ZAÑA,BATAN,17/05/1951,7.49100
ZAÑA,BATAN,18/05/1951,7.06300
ZAÑA,BATAN,19/05/1951,6.79200
ZAÑA,BATAN,20/05/1951,6.24500
ZAÑA,BATAN,21/05/1951,6.19800
ZAÑA,BATAN,22/05/1951,6.17600
ZAÑA,BATAN,23/05/1951,5.64500
ZAÑA,BATAN,24/05/1951,5.47600
ZAÑA,BATAN,25/05/1951,5.44900
ZAÑA,BATAN,26/05/1951,5.16800
ZAÑA,BATAN,27/05/1951,4.87200
ZAÑA,BATAN,28/05/1951,4.86100
ZAÑA,BATAN,29/05/1951,4.83800
ZAÑA,BATAN,30/05/1951,4.57400
ZAÑA,BATAN,31/05/1951,4.42700
ZAÑA,BATAN,01/06/1951,5.89500
ZAÑA,BATAN,02/06/1951,7.13600
ZAÑA,BATAN,03/06/1951,5.84400
ZAÑA,BATAN,04/06/1951,5.28100
ZAÑA,BATAN,05/06/1951,4.87000
ZAÑA,BATAN,06/06/1951,4.64200
ZAÑA,BATAN,07/06/1951,4.38000
ZAÑA,BATAN,08/06/1951,4.38000
ZAÑA,BATAN,09/06/1951,4.20800
ZAÑA,BATAN,10/06/1951,4.12700
ZAÑA,BATAN,11/06/1951,4.21800
ZAÑA,BATAN,12/06/1951,4.10400
ZAÑA,BATAN,13/06/1951,3.55400
ZAÑA,BATAN,14/06/1951,3.63200
ZAÑA,BATAN,15/06/1951,3.58100
ZAÑA,BATAN,16/06/1951,3.44900
ZAÑA,BATAN,17/06/1951,3.24200
ZAÑA,BATAN,18/06/1951,3.32700
ZAÑA,BATAN,19/06/1951,3.56700
ZAÑA,BATAN,20/06/1951,3.37100
ZAÑA,BATAN,21/06/1951,3.23400
ZAÑA,BATAN,22/06/1951,2.97500
ZAÑA,BATAN,23/06/1951,2.75200
ZAÑA,BATAN,24/06/1951,2.57300
ZAÑA,BATAN,25/06/1951,2.55300
ZAÑA,BATAN,26/06/1951,2.54100
ZAÑA,BATAN,27/06/1951,2.41000
ZAÑA,BATAN,28/06/1951,2.34500
ZAÑA,BATAN,29/06/1951,3.17900
ZAÑA,BATAN,30/06/1951,4.07000
ZAÑA,BATAN,01/07/1951,3.71500
ZAÑA,BATAN,02/07/1951,3.43100
ZAÑA,BATAN,03/07/1951,3.41200
ZAÑA,BATAN,04/07/1951,3.33800
ZAÑA,BATAN,05/07/1951,3.43500
ZAÑA,BATAN,06/07/1951,3.11100
ZAÑA,BATAN,07/07/1951,2.80400
ZAÑA,BATAN,08/07/1951,2.73700
ZAÑA,BATAN,09/07/1951,2.67100
ZAÑA,BATAN,10/07/1951,2.87100
ZAÑA,BATAN,11/07/1951,2.74400
ZAÑA,BATAN,12/07/1951,2.85300
ZAÑA,BATAN,13/07/1951,2.55600
ZAÑA,BATAN,14/07/1951,2.51600
ZAÑA,BATAN,15/07/1951,2.55900
ZAÑA,BATAN,16/07/1951,2.45200
ZAÑA,BATAN,17/07/1951,2.34900
ZAÑA,BATAN,18/07/1951,2.34800
ZAÑA,BATAN,19/07/1951,2.30300
ZAÑA,BATAN,20/07/1951,2.36000
ZAÑA,BATAN,21/07/1951,2.18300
ZAÑA,BATAN,22/07/1951,1.94500
ZAÑA,BATAN,23/07/1951,1.87100
ZAÑA,BATAN,24/07/1951,1.72900
ZAÑA,BATAN,25/07/1951,1.72500
ZAÑA,BATAN,26/07/1951,1.67400
ZAÑA,BATAN,27/07/1951,1.77600
ZAÑA,BATAN,28/07/1951,1.55800
ZAÑA,BATAN,29/07/1951,1.52200
ZAÑA,BATAN,30/07/1951,1.51900
ZAÑA,BATAN,31/07/1951,1.61100
ZAÑA,BATAN,01/08/1951,1.56900
ZAÑA,BATAN,02/08/1951,1.58700
ZAÑA,BATAN,03/08/1951,1.55300
ZAÑA,BATAN,04/08/1951,1.41100
ZAÑA,BATAN,05/08/1951,1.36800
