
ALA,Estacion,Fecha,Caudal(m3/s)
ZAÑA,BATAN,01/08/1973,6.27200
ZAÑA,BATAN,02/08/1973,6.65800
ZAÑA,BATAN,03/08/1973,6.12300
ZAÑA,BATAN,04/08/1973,6.35200
ZAÑA,BATAN,05/08/1973,6.84700
ZAÑA,BATAN,06/08/1973,5.92500
ZAÑA,BATAN,07/08/1973,5.75700
ZAÑA,BATAN,08/08/1973,5.38100
ZAÑA,BATAN,09/08/1973,5.23700
ZAÑA,BATAN,10/08/1973,5.03700
ZAÑA,BATAN,11/08/1973,5.10500
ZAÑA,BATAN,12/08/1973,5.25800
ZAÑA,BATAN,13/08/1973,4.91800
ZAÑA,BATAN,14/08/1973,5.01200
ZAÑA,BATAN,15/08/1973,5.16200
ZAÑA,BATAN,16/08/1973,5.33500
ZAÑA,BATAN,17/08/1973,5.11100
ZAÑA,BATAN,18/08/1973,4.69300
ZAÑA,BATAN,19/08/1973,4.69700
ZAÑA,BATAN,20/08/1973,4.51000
ZAÑA,BATAN,21/08/1973,4.73500
ZAÑA,BATAN,22/08/1973,4.92300
ZAÑA,BATAN,23/08/1973,4.54000
ZAÑA,BATAN,24/08/1973,4.54300
ZAÑA,BATAN,25/08/1973,4.42700
ZAÑA,BATAN,26/08/1973,4.50200
ZAÑA,BATAN,27/08/1973,4.39100
ZAÑA,BATAN,28/08/1973,4.46200
ZAÑA,BATAN,29/08/1973,4.53800
ZAÑA,BATAN,30/08/1973,4.46300
ZAÑA,BATAN,31/08/1973,4.50200
ZAÑA,BATAN,01/09/1973,4.38700
ZAÑA,BATAN,02/09/1973,4.50000
ZAÑA,BATAN,03/09/1973,4.65300
ZAÑA,BATAN,04/09/1973,4.38300
ZAÑA,BATAN,05/09/1973,4.38200
ZAÑA,BATAN,06/09/1973,4.64200
ZAÑA,BATAN,07/09/1973,4.31000
ZAÑA,BATAN,08/09/1973,4.19700
ZAÑA,BATAN,09/09/1973,4.64300
ZAÑA,BATAN,10/09/1973,4.45800
ZAÑA,BATAN,11/09/1973,4.27200
ZAÑA,BATAN,12/09/1973,4.92000
ZAÑA,BATAN,13/09/1973,4.51100
ZAÑA,BATAN,14/09/1973,4.36000
ZAÑA,BATAN,15/09/1973,4.40200
ZAÑA,BATAN,16/09/1973,4.36500
ZAÑA,BATAN,17/09/1973,4.36700
ZAÑA,BATAN,18/09/1973,4.83500
ZAÑA,BATAN,19/09/1973,6.29000
ZAÑA,BATAN,20/09/1973,6.30400
ZAÑA,BATAN,21/09/1973,8.54900
ZAÑA,BATAN,22/09/1973,9.29200
ZAÑA,BATAN,23/09/1973,9.18500
ZAÑA,BATAN,24/09/1973,8.65500
ZAÑA,BATAN,25/09/1973,8.13200
ZAÑA,BATAN,26/09/1973,7.83500
ZAÑA,BATAN,27/09/1973,6.86000
ZAÑA,BATAN,28/09/1973,7.20000
ZAÑA,BATAN,29/09/1973,7.08500
ZAÑA,BATAN,30/09/1973,5.85700
ZAÑA,BATAN,01/10/1973,5.60500
ZAÑA,BATAN,02/10/1973,5.54500
ZAÑA,BATAN,03/10/1973,7.25200
ZAÑA,BATAN,04/10/1973,6.56000
ZAÑA,BATAN,05/10/1973,6.26700
ZAÑA,BATAN,06/10/1973,6.17000
ZAÑA,BATAN,07/10/1973,6.27000
ZAÑA,BATAN,08/10/1973,6.22000
ZAÑA,BATAN,09/10/1973,7.74200
ZAÑA,BATAN,10/10/1973,8.02000
ZAÑA,BATAN,11/10/1973,8.07500
ZAÑA,BATAN,12/10/1973,7.31500
ZAÑA,BATAN,13/10/1973,7.09500
ZAÑA,BATAN,14/10/1973,7.32500
ZAÑA,BATAN,15/10/1973,7.03700
ZAÑA,BATAN,16/10/1973,7.61200
ZAÑA,BATAN,17/10/1973,7.30200
ZAÑA,BATAN,18/10/1973,7.11000
ZAÑA,BATAN,19/10/1973,6.75700
ZAÑA,BATAN,20/10/1973,6.57700
ZAÑA,BATAN,21/10/1973,6.53200
ZAÑA,BATAN,22/10/1973,6.39500
ZAÑA,BATAN,23/10/1973,5.83000
ZAÑA,BATAN,24/10/1973,6.16500
ZAÑA,BATAN,25/10/1973,5.83000
ZAÑA,BATAN,26/10/1973,5.30000
ZAÑA,BATAN,27/10/1973,5.57000
ZAÑA,BATAN,28/10/1973,5.15500
ZAÑA,BATAN,29/10/1973,4.81200
ZAÑA,BATAN,30/10/1973,5.07700
ZAÑA,BATAN,31/10/1973,5.15200
ZAÑA,BATAN,01/11/1973,5.19200
ZAÑA,BATAN,02/11/1973,5.41200
ZAÑA,BATAN,03/11/1973,5.04700
ZAÑA,BATAN,04/11/1973,5.03500
ZAÑA,BATAN,05/11/1973,4.81500
ZAÑA,BATAN,06/11/1973,11.21700
ZAÑA,BATAN,07/11/1973,10.94200
ZAÑA,BATAN,08/11/1973,8.27500
ZAÑA,BATAN,09/11/1973,8.24700
ZAÑA,BATAN,10/11/1973,7.86500
ZAÑA,BATAN,11/11/1973,7.19000
ZAÑA,BATAN,12/11/1973,6.61500
ZAÑA,BATAN,13/11/1973,6.54000
ZAÑA,BATAN,14/11/1973,5.87200
ZAÑA,BATAN,15/11/1973,4.23500
ZAÑA,BATAN,16/11/1973,4.02500
ZAÑA,BATAN,17/11/1973,4.12000
ZAÑA,BATAN,18/11/1973,6.86200
ZAÑA,BATAN,19/11/1973,7.03500
ZAÑA,BATAN,20/11/1973,7.05500
ZAÑA,BATAN,21/11/1973,7.37500
ZAÑA,BATAN,22/11/1973,7.04200
ZAÑA,BATAN,23/11/1973,6.32700
ZAÑA,BATAN,24/11/1973,7.37500
ZAÑA,BATAN,25/11/1973,7.07500
ZAÑA,BATAN,26/11/1973,6.47500
ZAÑA,BATAN,27/11/1973,6.21000
ZAÑA,BATAN,28/11/1973,5.99200
ZAÑA,BATAN,29/11/1973,4.71600
ZAÑA,BATAN,30/11/1973,3.96300
ZAÑA,BATAN,01/12/1973,4.77200
ZAÑA,BATAN,02/12/1973,4.27800
ZAÑA,BATAN,03/12/1973,4.13200
ZAÑA,BATAN,04/12/1973,3.87000
ZAÑA,BATAN,05/12/1973,3.42200
ZAÑA,BATAN,06/12/1973,3.53000
ZAÑA,BATAN,07/12/1973,3.38200
ZAÑA,BATAN,08/12/1973,3.31000
ZAÑA,BATAN,09/12/1973,3.41700
ZAÑA,BATAN,10/12/1973,3.42000
ZAÑA,BATAN,11/12/1973,3.08500
ZAÑA,BATAN,12/12/1973,3.16700
ZAÑA,BATAN,13/12/1973,3.06200
ZAÑA,BATAN,14/12/1973,3.02300
ZAÑA,BATAN,15/12/1973,2.94700
ZAÑA,BATAN,16/12/1973,3.60500
ZAÑA,BATAN,17/12/1973,3.38500
ZAÑA,BATAN,18/12/1973,3.16700
ZAÑA,BATAN,19/12/1973,2.94500
ZAÑA,BATAN,20/12/1973,2.94200
ZAÑA,BATAN,21/12/1973,3.31000
ZAÑA,BATAN,22/12/1973,3.12700
ZAÑA,BATAN,23/12/1973,3.36500
ZAÑA,BATAN,24/12/1973,2.77200
ZAÑA,BATAN,25/12/1973,2.81000
ZAÑA,BATAN,26/12/1973,2.53700
ZAÑA,BATAN,27/12/1973,3.27500
ZAÑA,BATAN,28/12/1973,4.70200
ZAÑA,BATAN,29/12/1973,5.30700
ZAÑA,BATAN,30/12/1973,5.23500
ZAÑA,BATAN,31/12/1973,5.08000
ZAÑA,BATAN,01/01/1974,9.06000
ZAÑA,BATAN,02/01/1974,9.28000
ZAÑA,BATAN,03/01/1974,8.32200
ZAÑA,BATAN,04/01/1974,7.84700
ZAÑA,BATAN,05/01/1974,7.32700
ZAÑA,BATAN,06/01/1974,6.72200
ZAÑA,BATAN,07/01/1974,6.05500
ZAÑA,BATAN,08/01/1974,6.67700
ZAÑA,BATAN,09/01/1974,6.54000
ZAÑA,BATAN,10/01/1974,5.72200
ZAÑA,BATAN,11/01/1974,5.83000
ZAÑA,BATAN,12/01/1974,7.31700
ZAÑA,BATAN,13/01/1974,3.89700
ZAÑA,BATAN,14/01/1974,5.64700
ZAÑA,BATAN,15/01/1974,5.19000
ZAÑA,BATAN,16/01/1974,4.80200
ZAÑA,BATAN,17/01/1974,6.61000
ZAÑA,BATAN,18/01/1974,5.03000
ZAÑA,BATAN,19/01/1974,4.74000
ZAÑA,BATAN,20/01/1974,4.78700
ZAÑA,BATAN,21/01/1974,3.92000
ZAÑA,BATAN,22/01/1974,3.16200
ZAÑA,BATAN,23/01/1974,3.16000
ZAÑA,BATAN,24/01/1974,2.97700
ZAÑA,BATAN,25/01/1974,2.78700
ZAÑA,BATAN,26/01/1974,3.05200
ZAÑA,BATAN,27/01/1974,2.89700
ZAÑA,BATAN,28/01/1974,2.63200
ZAÑA,BATAN,29/01/1974,2.98200
ZAÑA,BATAN,30/01/1974,3.42200
ZAÑA,BATAN,31/01/1974,3.79700
ZAÑA,BATAN,01/02/1974,6.52800
ZAÑA,BATAN,02/02/1974,5.92600
ZAÑA,BATAN,03/02/1974,4.37200
ZAÑA,BATAN,04/02/1974,4.10200
ZAÑA,BATAN,05/02/1974,3.13000
ZAÑA,BATAN,06/02/1974,3.08500
ZAÑA,BATAN,07/02/1974,3.23200
ZAÑA,BATAN,08/02/1974,3.87200
ZAÑA,BATAN,09/02/1974,10.08500
ZAÑA,BATAN,10/02/1974,8.18500
ZAÑA,BATAN,11/02/1974,5.98000
ZAÑA,BATAN,12/02/1974,4.81700
ZAÑA,BATAN,13/02/1974,4.56000
ZAÑA,BATAN,14/02/1974,3.65000
ZAÑA,BATAN,15/02/1974,3.20000
ZAÑA,BATAN,16/02/1974,3.40500
ZAÑA,BATAN,17/02/1974,4.19700
ZAÑA,BATAN,18/02/1974,5.44700
ZAÑA,BATAN,19/02/1974,12.27000
ZAÑA,BATAN,20/02/1974,13.79500
ZAÑA,BATAN,21/02/1974,15.81500
ZAÑA,BATAN,22/02/1974,9.84700
ZAÑA,BATAN,23/02/1974,9.04700
ZAÑA,BATAN,24/02/1974,8.29500
ZAÑA,BATAN,25/02/1974,7.54500
ZAÑA,BATAN,26/02/1974,6.68200
ZAÑA,BATAN,27/02/1974,6.90700
ZAÑA,BATAN,28/02/1974,7.09700
ZAÑA,BATAN,01/03/1974,14.01000
ZAÑA,BATAN,02/03/1974,16.48300
ZAÑA,BATAN,03/03/1974,11.77200
ZAÑA,BATAN,04/03/1974,8.82700
ZAÑA,BATAN,05/03/1974,8.15000
ZAÑA,BATAN,06/03/1974,14.87200
ZAÑA,BATAN,07/03/1974,9.36000
ZAÑA,BATAN,08/03/1974,8.37200
ZAÑA,BATAN,09/03/1974,7.63500
ZAÑA,BATAN,10/03/1974,7.36700
ZAÑA,BATAN,11/03/1974,6.65000
ZAÑA,BATAN,12/03/1974,5.86000
ZAÑA,BATAN,13/03/1974,5.42100
ZAÑA,BATAN,14/03/1974,5.15500
ZAÑA,BATAN,15/03/1974,4.74000
ZAÑA,BATAN,16/03/1974,4.82000
ZAÑA,BATAN,17/03/1974,4.78000
ZAÑA,BATAN,18/03/1974,4.40400
ZAÑA,BATAN,19/03/1974,3.80100
ZAÑA,BATAN,20/03/1974,3.23600
ZAÑA,BATAN,21/03/1974,3.20100
ZAÑA,BATAN,22/03/1974,3.12400
ZAÑA,BATAN,23/03/1974,3.34400
ZAÑA,BATAN,24/03/1974,3.34900
ZAÑA,BATAN,25/03/1974,3.02600
ZAÑA,BATAN,26/03/1974,3.03200
ZAÑA,BATAN,27/03/1974,3.05600
ZAÑA,BATAN,28/03/1974,2.98900
ZAÑA,BATAN,29/03/1974,3.04900
ZAÑA,BATAN,30/03/1974,2.99900
ZAÑA,BATAN,31/03/1974,2.99700
ZAÑA,BATAN,01/04/1974,2.75500
ZAÑA,BATAN,02/04/1974,2.48300
ZAÑA,BATAN,03/04/1974,2.74300
ZAÑA,BATAN,04/04/1974,2.45900
ZAÑA,BATAN,05/04/1974,2.46300
ZAÑA,BATAN,06/04/1974,2.32300
ZAÑA,BATAN,07/04/1974,7.66600
ZAÑA,BATAN,08/04/1974,7.20800
ZAÑA,BATAN,09/04/1974,5.08000
ZAÑA,BATAN,10/04/1974,4.52300
ZAÑA,BATAN,11/04/1974,6.71600
ZAÑA,BATAN,12/04/1974,6.82500
ZAÑA,BATAN,13/04/1974,5.25700
ZAÑA,BATAN,14/04/1974,6.46100
ZAÑA,BATAN,15/04/1974,7.02400
ZAÑA,BATAN,16/04/1974,8.11100
ZAÑA,BATAN,17/04/1974,11.00100
ZAÑA,BATAN,18/04/1974,10.70000
ZAÑA,BATAN,19/04/1974,7.62300
ZAÑA,BATAN,20/04/1974,6.15800
ZAÑA,BATAN,21/04/1974,5.47400
ZAÑA,BATAN,22/04/1974,4.65900
ZAÑA,BATAN,23/04/1974,4.17100
ZAÑA,BATAN,24/04/1974,3.77100
ZAÑA,BATAN,25/04/1974,3.75600
ZAÑA,BATAN,26/04/1974,3.34600
ZAÑA,BATAN,27/04/1974,3.87200
ZAÑA,BATAN,28/04/1974,6.57100
ZAÑA,BATAN,29/04/1974,3.79800
ZAÑA,BATAN,30/04/1974,3.00100
ZAÑA,BATAN,01/05/1974,3.06300
ZAÑA,BATAN,02/05/1974,3.21000
ZAÑA,BATAN,03/05/1974,3.83500
ZAÑA,BATAN,04/05/1974,4.34800
ZAÑA,BATAN,05/05/1974,3.53600
ZAÑA,BATAN,06/05/1974,4.09600
ZAÑA,BATAN,07/05/1974,3.50700
ZAÑA,BATAN,08/05/1974,4.00800
ZAÑA,BATAN,09/05/1974,5.00800
ZAÑA,BATAN,10/05/1974,4.96200
ZAÑA,BATAN,11/05/1974,4.44100
ZAÑA,BATAN,12/05/1974,5.99900
ZAÑA,BATAN,13/05/1974,3.71100
ZAÑA,BATAN,14/05/1974,3.10300
ZAÑA,BATAN,15/05/1974,3.04800
ZAÑA,BATAN,16/05/1974,2.75300
ZAÑA,BATAN,17/05/1974,3.16100
ZAÑA,BATAN,18/05/1974,2.82600
ZAÑA,BATAN,19/05/1974,2.63600
ZAÑA,BATAN,20/05/1974,2.54800
ZAÑA,BATAN,21/05/1974,2.63900
ZAÑA,BATAN,22/05/1974,2.85800
ZAÑA,BATAN,23/05/1974,3.65000
ZAÑA,BATAN,24/05/1974,3.83600
ZAÑA,BATAN,25/05/1974,2.97600
ZAÑA,BATAN,26/05/1974,2.82200
ZAÑA,BATAN,27/05/1974,2.96300
ZAÑA,BATAN,28/05/1974,3.69800
ZAÑA,BATAN,29/05/1974,8.33900
ZAÑA,BATAN,30/05/1974,7.66400
ZAÑA,BATAN,31/05/1974,6.93600
ZAÑA,BATAN,01/06/1974,5.66300
ZAÑA,BATAN,02/06/1974,5.19000
ZAÑA,BATAN,03/06/1974,5.22600
ZAÑA,BATAN,04/06/1974,6.00000
ZAÑA,BATAN,05/06/1974,5.28800
ZAÑA,BATAN,06/06/1974,4.60300
ZAÑA,BATAN,07/06/1974,4.43500
ZAÑA,BATAN,08/06/1974,4.29600
ZAÑA,BATAN,09/06/1974,3.88800
ZAÑA,BATAN,10/06/1974,3.60000
ZAÑA,BATAN,11/06/1974,3.91000
ZAÑA,BATAN,12/06/1974,3.70300
ZAÑA,BATAN,13/06/1974,3.29000
ZAÑA,BATAN,14/06/1974,2.91500
ZAÑA,BATAN,15/06/1974,2.57300
ZAÑA,BATAN,16/06/1974,2.50300
ZAÑA,BATAN,17/06/1974,2.34900
ZAÑA,BATAN,18/06/1974,2.79900
ZAÑA,BATAN,19/06/1974,3.21200
ZAÑA,BATAN,20/06/1974,4.19100
ZAÑA,BATAN,21/06/1974,6.62800
ZAÑA,BATAN,22/06/1974,8.11500
ZAÑA,BATAN,23/06/1974,7.63400
ZAÑA,BATAN,24/06/1974,6.57100
ZAÑA,BATAN,25/06/1974,6.30800
ZAÑA,BATAN,26/06/1974,6.18800
ZAÑA,BATAN,27/06/1974,8.43500
ZAÑA,BATAN,28/06/1974,8.96500
ZAÑA,BATAN,29/06/1974,7.73600
ZAÑA,BATAN,30/06/1974,8.54800
ZAÑA,BATAN,01/07/1974,8.69600
ZAÑA,BATAN,02/07/1974,7.76200
ZAÑA,BATAN,03/07/1974,6.86300
ZAÑA,BATAN,04/07/1974,7.68500
ZAÑA,BATAN,05/07/1974,5.87600
ZAÑA,BATAN,06/07/1974,5.27600
ZAÑA,BATAN,07/07/1974,5.42500
ZAÑA,BATAN,08/07/1974,5.27600
ZAÑA,BATAN,09/07/1974,4.44400
ZAÑA,BATAN,10/07/1974,4.63600
ZAÑA,BATAN,11/07/1974,5.16600
ZAÑA,BATAN,12/07/1974,4.44800
ZAÑA,BATAN,13/07/1974,3.96600
ZAÑA,BATAN,14/07/1974,3.56500
ZAÑA,BATAN,15/07/1974,3.58500
ZAÑA,BATAN,16/07/1974,3.48400
ZAÑA,BATAN,17/07/1974,3.81500
ZAÑA,BATAN,18/07/1974,3.62400
ZAÑA,BATAN,19/07/1974,3.73500
ZAÑA,BATAN,20/07/1974,3.84000
ZAÑA,BATAN,21/07/1974,4.04100
ZAÑA,BATAN,22/07/1974,3.43600
ZAÑA,BATAN,23/07/1974,3.92600
ZAÑA,BATAN,24/07/1974,4.56600
ZAÑA,BATAN,25/07/1974,4.41800
ZAÑA,BATAN,26/07/1974,3.63700
ZAÑA,BATAN,27/07/1974,3.35500
ZAÑA,BATAN,28/07/1974,3.64000
ZAÑA,BATAN,29/07/1974,3.55100
ZAÑA,BATAN,30/07/1974,2.68000
ZAÑA,BATAN,31/07/1974,2.56600
ZAÑA,BATAN,01/08/1974,2.52200
ZAÑA,BATAN,02/08/1974,2.18800
ZAÑA,BATAN,03/08/1974,2.41500
ZAÑA,BATAN,04/08/1974,2.18400
ZAÑA,BATAN,05/08/1974,2.57800
ZAÑA,BATAN,06/08/1974,2.41500
ZAÑA,BATAN,07/08/1974,2.47800
ZAÑA,BATAN,08/08/1974,2.41100
ZAÑA,BATAN,09/08/1974,2.33600
ZAÑA,BATAN,10/08/1974,2.61100
ZAÑA,BATAN,11/08/1974,2.33800
ZAÑA,BATAN,12/08/1974,2.59800
ZAÑA,BATAN,13/08/1974,2.34800
ZAÑA,BATAN,14/08/1974,2.67200
ZAÑA,BATAN,15/08/1974,3.01100
ZAÑA,BATAN,16/08/1974,2.78600
ZAÑA,BATAN,17/08/1974,2.41600
ZAÑA,BATAN,18/08/1974,2.77000
ZAÑA,BATAN,19/08/1974,2.13200
ZAÑA,BATAN,20/08/1974,2.04000
ZAÑA,BATAN,21/08/1974,1.96300
ZAÑA,BATAN,22/08/1974,2.03400
ZAÑA,BATAN,23/08/1974,1.92300
ZAÑA,BATAN,24/08/1974,1.90700
ZAÑA,BATAN,25/08/1974,1.81500
ZAÑA,BATAN,26/08/1974,1.85300
ZAÑA,BATAN,27/08/1974,2.00000
ZAÑA,BATAN,28/08/1974,2.15100
ZAÑA,BATAN,29/08/1974,2.37200
ZAÑA,BATAN,30/08/1974,2.41300
ZAÑA,BATAN,31/08/1974,3.12500
ZAÑA,BATAN,01/09/1974,4.21700
ZAÑA,BATAN,02/09/1974,5.23100
ZAÑA,BATAN,03/09/1974,3.95000
ZAÑA,BATAN,04/09/1974,3.31100
ZAÑA,BATAN,05/09/1974,4.13700
ZAÑA,BATAN,06/09/1974,3.79800
ZAÑA,BATAN,07/09/1974,3.23900
ZAÑA,BATAN,08/09/1974,3.08700
ZAÑA,BATAN,09/09/1974,2.91200
ZAÑA,BATAN,10/09/1974,2.93300
ZAÑA,BATAN,11/09/1974,3.08300
ZAÑA,BATAN,12/09/1974,2.71900
ZAÑA,BATAN,13/09/1974,3.08800
ZAÑA,BATAN,14/09/1974,2.71100
ZAÑA,BATAN,15/09/1974,2.78600
ZAÑA,BATAN,16/09/1974,2.97300
ZAÑA,BATAN,17/09/1974,2.86100
ZAÑA,BATAN,18/09/1974,3.19800
ZAÑA,BATAN,19/09/1974,3.61300
ZAÑA,BATAN,20/09/1974,2.93600
ZAÑA,BATAN,21/09/1974,3.03800
ZAÑA,BATAN,22/09/1974,3.30900
ZAÑA,BATAN,23/09/1974,4.14900
ZAÑA,BATAN,24/09/1974,5.35100
ZAÑA,BATAN,25/09/1974,6.19000
ZAÑA,BATAN,26/09/1974,5.22400
ZAÑA,BATAN,27/09/1974,5.26500
ZAÑA,BATAN,28/09/1974,4.74000
ZAÑA,BATAN,29/09/1974,5.94000
ZAÑA,BATAN,30/09/1974,11.54000
ZAÑA,BATAN,01/10/1974,11.51500
ZAÑA,BATAN,02/10/1974,6.57400
ZAÑA,BATAN,03/10/1974,5.63600
ZAÑA,BATAN,04/10/1974,4.23600
ZAÑA,BATAN,05/10/1974,3.89100
ZAÑA,BATAN,06/10/1974,4.11200
ZAÑA,BATAN,07/10/1974,3.03600
ZAÑA,BATAN,08/10/1974,4.40300
ZAÑA,BATAN,09/10/1974,4.36100
ZAÑA,BATAN,10/10/1974,3.62600
ZAÑA,BATAN,11/10/1974,3.40300
ZAÑA,BATAN,12/10/1974,3.03600
ZAÑA,BATAN,13/10/1974,3.36000
ZAÑA,BATAN,14/10/1974,3.06100
ZAÑA,BATAN,15/10/1974,2.87800
ZAÑA,BATAN,16/10/1974,3.51100
ZAÑA,BATAN,17/10/1974,4.15000
ZAÑA,BATAN,18/10/1974,4.06300
ZAÑA,BATAN,19/10/1974,4.62100
ZAÑA,BATAN,20/10/1974,4.31600
ZAÑA,BATAN,21/10/1974,3.92400
ZAÑA,BATAN,22/10/1974,5.42600
ZAÑA,BATAN,23/10/1974,5.87300
ZAÑA,BATAN,24/10/1974,4.12500
ZAÑA,BATAN,25/10/1974,3.71500
ZAÑA,BATAN,26/10/1974,3.17400
ZAÑA,BATAN,27/10/1974,3.27400
ZAÑA,BATAN,28/10/1974,3.56700
ZAÑA,BATAN,29/10/1974,2.97800
ZAÑA,BATAN,30/10/1974,2.71100
ZAÑA,BATAN,31/10/1974,2.66600
ZAÑA,BATAN,01/11/1974,2.80100
ZAÑA,BATAN,02/11/1974,2.67500
ZAÑA,BATAN,03/11/1974,2.82400
ZAÑA,BATAN,04/11/1974,2.62700
ZAÑA,BATAN,05/11/1974,2.34600
ZAÑA,BATAN,06/11/1974,2.67100
ZAÑA,BATAN,07/11/1974,2.57700
ZAÑA,BATAN,08/11/1974,2.67500
ZAÑA,BATAN,09/11/1974,2.60000
ZAÑA,BATAN,10/11/1974,2.55100
ZAÑA,BATAN,11/11/1974,2.32600
ZAÑA,BATAN,12/11/1974,2.22600
ZAÑA,BATAN,13/11/1974,2.10800
ZAÑA,BATAN,14/11/1974,2.35000
ZAÑA,BATAN,15/11/1974,2.50200
ZAÑA,BATAN,16/11/1974,2.52800
ZAÑA,BATAN,17/11/1974,2.82200
ZAÑA,BATAN,18/11/1974,2.17400
ZAÑA,BATAN,19/11/1974,2.27400
ZAÑA,BATAN,20/11/1974,2.30200
ZAÑA,BATAN,21/11/1974,2.15100
ZAÑA,BATAN,22/11/1974,2.22200
ZAÑA,BATAN,23/11/1974,2.32800
ZAÑA,BATAN,24/11/1974,2.45100
ZAÑA,BATAN,25/11/1974,2.17100
ZAÑA,BATAN,26/11/1974,2.47700
ZAÑA,BATAN,27/11/1974,3.95200
ZAÑA,BATAN,28/11/1974,5.74900
ZAÑA,BATAN,29/11/1974,4.60100
ZAÑA,BATAN,30/11/1974,4.32600
ZAÑA,BATAN,01/12/1974,3.85000
ZAÑA,BATAN,02/12/1974,3.49000
ZAÑA,BATAN,03/12/1974,2.79700
ZAÑA,BATAN,04/12/1974,2.47700
ZAÑA,BATAN,05/12/1974,2.35600
ZAÑA,BATAN,06/12/1974,2.45200
ZAÑA,BATAN,07/12/1974,2.45900
ZAÑA,BATAN,08/12/1974,2.46500
ZAÑA,BATAN,09/12/1974,2.51000
ZAÑA,BATAN,10/12/1974,2.64200
ZAÑA,BATAN,11/12/1974,2.32200
ZAÑA,BATAN,12/12/1974,2.20100
ZAÑA,BATAN,13/12/1974,2.41900
ZAÑA,BATAN,14/12/1974,2.64300
ZAÑA,BATAN,15/12/1974,2.55900
ZAÑA,BATAN,16/12/1974,2.56400
ZAÑA,BATAN,17/12/1974,2.54500
ZAÑA,BATAN,18/12/1974,2.72000
ZAÑA,BATAN,19/12/1974,4.15200
ZAÑA,BATAN,20/12/1974,4.61400
ZAÑA,BATAN,21/12/1974,3.95300
ZAÑA,BATAN,22/12/1974,2.87900
ZAÑA,BATAN,23/12/1974,3.80100
ZAÑA,BATAN,24/12/1974,3.80800
ZAÑA,BATAN,25/12/1974,3.39100
ZAÑA,BATAN,26/12/1974,3.21500
ZAÑA,BATAN,27/12/1974,3.22500
ZAÑA,BATAN,28/12/1974,2.97200
ZAÑA,BATAN,29/12/1974,2.89400
ZAÑA,BATAN,30/12/1974,2.89700
ZAÑA,BATAN,31/12/1974,2.79000
ZAÑA,BATAN,01/01/1975,2.80200
ZAÑA,BATAN,02/01/1975,2.60600
ZAÑA,BATAN,03/01/1975,2.89800
ZAÑA,BATAN,04/01/1975,3.22300
ZAÑA,BATAN,05/01/1975,3.12700
ZAÑA,BATAN,06/01/1975,4.40200
ZAÑA,BATAN,07/01/1975,6.05300
ZAÑA,BATAN,08/01/1975,5.64500
ZAÑA,BATAN,09/01/1975,8.58500
ZAÑA,BATAN,10/01/1975,5.26500
ZAÑA,BATAN,11/01/1975,5.67300
ZAÑA,BATAN,12/01/1975,5.07600
ZAÑA,BATAN,13/01/1975,5.37800
ZAÑA,BATAN,14/01/1975,11.48500
ZAÑA,BATAN,15/01/1975,22.89700
ZAÑA,BATAN,16/01/1975,22.49700
ZAÑA,BATAN,17/01/1975,25.25700
ZAÑA,BATAN,18/01/1975,19.81000
ZAÑA,BATAN,19/01/1975,10.50200
ZAÑA,BATAN,20/01/1975,13.27700
ZAÑA,BATAN,21/01/1975,11.77800
ZAÑA,BATAN,22/01/1975,12.21500
ZAÑA,BATAN,23/01/1975,9.97000
ZAÑA,BATAN,24/01/1975,9.84500
ZAÑA,BATAN,25/01/1975,8.16200
ZAÑA,BATAN,26/01/1975,6.07200
ZAÑA,BATAN,27/01/1975,5.76200
ZAÑA,BATAN,28/01/1975,5.32800
ZAÑA,BATAN,29/01/1975,4.37500
ZAÑA,BATAN,30/01/1975,4.33500
ZAÑA,BATAN,31/01/1975,4.82500
ZAÑA,BATAN,01/02/1975,5.28500
ZAÑA,BATAN,02/02/1975,4.70000
ZAÑA,BATAN,03/02/1975,4.53700
ZAÑA,BATAN,04/02/1975,4.45800
ZAÑA,BATAN,05/02/1975,4.29400
ZAÑA,BATAN,06/02/1975,4.50400
ZAÑA,BATAN,07/02/1975,4.69200
ZAÑA,BATAN,08/02/1975,4.40000
ZAÑA,BATAN,09/02/1975,4.33600
ZAÑA,BATAN,10/02/1975,3.85400
ZAÑA,BATAN,11/02/1975,3.67800
ZAÑA,BATAN,12/02/1975,4.21500
ZAÑA,BATAN,13/02/1975,5.16200
ZAÑA,BATAN,14/02/1975,4.83600
ZAÑA,BATAN,15/02/1975,4.45600
ZAÑA,BATAN,16/02/1975,4.53200
ZAÑA,BATAN,17/02/1975,5.49500
ZAÑA,BATAN,18/02/1975,6.59500
ZAÑA,BATAN,19/02/1975,5.63700
ZAÑA,BATAN,20/02/1975,5.68200
ZAÑA,BATAN,21/02/1975,11.35000
ZAÑA,BATAN,22/02/1975,21.20000
ZAÑA,BATAN,23/02/1975,17.90000
ZAÑA,BATAN,24/02/1975,14.49500
ZAÑA,BATAN,25/02/1975,13.69700
ZAÑA,BATAN,26/02/1975,14.38100
ZAÑA,BATAN,27/02/1975,14.94400
ZAÑA,BATAN,28/02/1975,23.54700
ZAÑA,BATAN,01/03/1975,26.10000
ZAÑA,BATAN,02/03/1975,26.85000
ZAÑA,BATAN,03/03/1975,26.40500
ZAÑA,BATAN,04/03/1975,28.88700
ZAÑA,BATAN,05/03/1975,26.66600
